service_date,role,assignee_name
2025-06-22,secondary,Magdalena Woźniak
2025-06-23,late_shift,Anna Kowalska
2025-06-23,primary,Katarzyna Dąbrowska
2025-06-23,secondary,Anna Kowalska
2025-06-24,late_shift,Anna Kowalska
2025-06-24,primary,Katarzyna Dąbrowska
2025-06-24,secondary,Anna Kowalska
2025-06-25,late_shift,Anna Kowalska
2025-06-25,primary,Katarzyna Dąbrowska
2025-06-25,secondary,Anna Kowalska
2025-06-26,late_shift,Marek Wiśniewski
2025-06-26,primary,Piotr Lewandowski
2025-06-26,secondary,Marek Wiśniewski
2025-06-27,late_shift,Marek Wiśniewski
2025-06-27,primary,Piotr Lewandowski
2025-06-27,secondary,Marek Wiśniewski
2025-06-28,primary,Julia Nowak
2025-06-28,secondary,Rafał Kamiński
2025-06-29,primary,Julia Nowak
2025-06-29,secondary,Rafał Kamiński
2025-06-30,late_shift,Piotr Lewandowski
2025-06-30,primary,Magdalena Woźniak
2025-06-30,secondary,Piotr Lewandowski
2025-07-01,late_shift,Piotr Lewandowski
2025-07-01,primary,Magdalena Woźniak
2025-07-01,secondary,Piotr Lewandowski
2025-07-02,late_shift,Piotr Lewandowski
2025-07-02,primary,Magdalena Woźniak
2025-07-02,secondary,Piotr Lewandowski
2025-07-03,late_shift,Julia Nowak
2025-07-03,primary,Ola Zielińska
2025-07-03,secondary,Tomasz Szymański
2025-07-04,late_shift,Katarzyna Dąbrowska
2025-07-04,primary,Ola Zielińska
2025-07-04,secondary,Tomasz Szymański
2025-07-05,primary,Anna Kowalska
2025-07-05,secondary,Ola Zielińska
2025-07-06,primary,Anna Kowalska
2025-07-06,secondary,Ola Zielińska
2025-07-07,late_shift,Katarzyna Dąbrowska
2025-07-07,primary,Marek Wiśniewski
2025-07-07,secondary,Katarzyna Dąbrowska
2025-07-08,late_shift,Katarzyna Dąbrowska
2025-07-08,primary,Marek Wiśniewski
2025-07-08,secondary,Katarzyna Dąbrowska
2025-07-09,late_shift,Katarzyna Dąbrowska
2025-07-09,primary,Marek Wiśniewski
2025-07-09,secondary,Katarzyna Dąbrowska
2025-07-10,late_shift,Julia Nowak
2025-07-10,primary,Piotr Lewandowski
2025-07-10,secondary,Julia Nowak
2025-07-11,late_shift,Julia Nowak
2025-07-11,primary,Piotr Lewandowski
2025-07-11,secondary,Julia Nowak
2025-07-12,primary,Magdalena Woźniak
2025-07-12,secondary,Marek Wiśniewski
2025-07-13,primary,Magdalena Woźniak
2025-07-13,secondary,Marek Wiśniewski
2025-07-14,late_shift,Magdalena Woźniak
2025-07-14,primary,Tomasz Szymański
2025-07-14,secondary,Magdalena Woźniak
2025-07-15,late_shift,Magdalena Woźniak
2025-07-15,primary,Tomasz Szymański
2025-07-15,secondary,Magdalena Woźniak
2025-07-16,late_shift,Magdalena Woźniak
2025-07-16,primary,Tomasz Szymański
2025-07-16,secondary,Magdalena Woźniak
2025-07-17,late_shift,Ola Zielińska
2025-07-17,primary,Ola Zielińska
2025-07-17,secondary,Tomasz Szymański
2025-07-18,late_shift,Piotr Lewandowski
2025-07-18,primary,Ola Zielińska
2025-07-18,secondary,Tomasz Szymański
2025-07-19,primary,Katarzyna Dąbrowska
2025-07-19,secondary,Rafał Kamiński
2025-07-20,primary,Katarzyna Dąbrowska
2025-07-20,secondary,Rafał Kamiński
2025-07-21,late_shift,Anna Kowalska
2025-07-21,primary,Julia Nowak
2025-07-21,secondary,Anna Kowalska
2025-07-22,late_shift,Anna Kowalska
2025-07-22,primary,Julia Nowak
2025-07-22,secondary,Anna Kowalska
2025-07-23,late_shift,Anna Kowalska
2025-07-23,primary,Julia Nowak
2025-07-23,secondary,Anna Kowalska
2025-07-24,late_shift,Julia Nowak
2025-07-24,primary,Piotr Lewandowski
2025-07-24,secondary,Julia Nowak
2025-07-25,late_shift,Julia Nowak
2025-07-25,primary,Piotr Lewandowski
2025-07-25,secondary,Julia Nowak
2025-07-26,primary,Tomasz Szymański
2025-07-26,secondary,Piotr Lewandowski
2025-07-27,primary,Tomasz Szymański
2025-07-27,secondary,Piotr Lewandowski
2025-07-28,late_shift,Ola Zielińska
2025-07-28,primary,Marek Wiśniewski
2025-07-28,secondary,Ola Zielińska
2025-07-29,late_shift,Ola Zielińska
2025-07-29,primary,Marek Wiśniewski
2025-07-29,secondary,Ola Zielińska
2025-07-30,late_shift,Ola Zielińska
2025-07-30,primary,Marek Wiśniewski
2025-07-30,secondary,Ola Zielińska
2025-07-31,late_shift,Rafał Kamiński
2025-07-31,primary,Anna Kowalska
2025-07-31,secondary,Tomasz Szymański
2025-08-01,late_shift,Marek Wiśniewski
2025-08-01,primary,Anna Kowalska
2025-08-01,secondary,Tomasz Szymański
2025-08-02,primary,Julia Nowak
2025-08-02,secondary,Anna Kowalska
2025-08-03,primary,Julia Nowak
2025-08-03,secondary,Anna Kowalska
2025-08-04,late_shift,Katarzyna Dąbrowska
2025-08-04,primary,Ola Zielińska
2025-08-04,secondary,Katarzyna Dąbrowska
2025-08-05,late_shift,Katarzyna Dąbrowska
2025-08-05,primary,Ola Zielińska
2025-08-05,secondary,Katarzyna Dąbrowska
2025-08-06,late_shift,Katarzyna Dąbrowska
2025-08-06,primary,Ola Zielińska
2025-08-06,secondary,Katarzyna Dąbrowska
2025-08-07,late_shift,Marek Wiśniewski
2025-08-07,primary,Piotr Lewandowski
2025-08-07,secondary,Marek Wiśniewski
2025-08-08,late_shift,Marek Wiśniewski
2025-08-08,primary,Piotr Lewandowski
2025-08-08,secondary,Marek Wiśniewski
2025-08-09,primary,Magdalena Woźniak
2025-08-09,secondary,Tomasz Szymański
2025-08-10,primary,Magdalena Woźniak
2025-08-10,secondary,Tomasz Szymański
2025-08-11,late_shift,Magdalena Woźniak
2025-08-11,primary,Anna Kowalska
2025-08-11,secondary,Magdalena Woźniak
2025-08-12,late_shift,Magdalena Woźniak
2025-08-12,primary,Anna Kowalska
2025-08-12,secondary,Magdalena Woźniak
2025-08-13,late_shift,Julia Nowak
2025-08-13,primary,Katarzyna Dąbrowska
2025-08-13,secondary,Julia Nowak
2025-08-14,late_shift,Julia Nowak
2025-08-14,primary,Katarzyna Dąbrowska
2025-08-14,secondary,Julia Nowak
2025-08-15,primary,Marek Wiśniewski
2025-08-15,secondary,Ola Zielińska
2025-08-16,primary,Marek Wiśniewski
2025-08-16,secondary,Ola Zielińska
2025-08-17,primary,Marek Wiśniewski
2025-08-17,secondary,Ola Zielińska
2025-08-18,late_shift,Rafał Kamiński
2025-08-18,primary,Piotr Lewandowski
2025-08-18,secondary,Rafał Kamiński
2025-08-19,late_shift,Rafał Kamiński
2025-08-19,primary,Piotr Lewandowski
2025-08-19,secondary,Rafał Kamiński
2025-08-20,late_shift,Rafał Kamiński
2025-08-20,primary,Piotr Lewandowski
2025-08-20,secondary,Rafał Kamiński
2025-08-21,late_shift,Piotr Lewandowski
2025-08-21,primary,Ola Zielińska
2025-08-21,secondary,Piotr Lewandowski
2025-08-22,late_shift,Piotr Lewandowski
2025-08-22,primary,Ola Zielińska
2025-08-22,secondary,Piotr Lewandowski
2025-08-23,primary,Katarzyna Dąbrowska
2025-08-23,secondary,Piotr Lewandowski
2025-08-24,primary,Katarzyna Dąbrowska
2025-08-24,secondary,Piotr Lewandowski
2025-08-25,late_shift,Marek Wiśniewski
2025-08-25,primary,Anna Kowalska
2025-08-25,secondary,Marek Wiśniewski
2025-08-26,late_shift,Marek Wiśniewski
2025-08-26,primary,Anna Kowalska
2025-08-26,secondary,Marek Wiśniewski
2025-08-27,late_shift,Marek Wiśniewski
2025-08-27,primary,Anna Kowalska
2025-08-27,secondary,Marek Wiśniewski
2025-08-28,late_shift,Magdalena Woźniak
2025-08-28,primary,Tomasz Szymański
2025-08-28,secondary,Magdalena Woźniak
2025-08-29,late_shift,Magdalena Woźniak
2025-08-29,primary,Tomasz Szymański
2025-08-29,secondary,Magdalena Woźniak
2025-08-30,primary,Julia Nowak
2025-08-30,secondary,Rafał Kamiński
2025-08-31,primary,Julia Nowak
2025-08-31,secondary,Rafał Kamiński
2025-09-01,late_shift,Katarzyna Dąbrowska
2025-09-01,primary,Ola Zielińska
2025-09-01,secondary,Katarzyna Dąbrowska
2025-09-02,late_shift,Katarzyna Dąbrowska
2025-09-02,primary,Ola Zielińska
2025-09-02,secondary,Katarzyna Dąbrowska
2025-09-03,late_shift,Katarzyna Dąbrowska
2025-09-03,primary,Ola Zielińska
2025-09-03,secondary,Katarzyna Dąbrowska
2025-09-04,late_shift,Julia Nowak
2025-09-04,primary,Piotr Lewandowski
2025-09-04,secondary,Julia Nowak
2025-09-05,late_shift,Julia Nowak
2025-09-05,primary,Piotr Lewandowski
2025-09-05,secondary,Julia Nowak
2025-09-06,primary,Anna Kowalska
2025-09-06,secondary,Marek Wiśniewski
2025-09-07,primary,Anna Kowalska
2025-09-07,secondary,Marek Wiśniewski
2025-09-08,late_shift,Anna Kowalska
2025-09-08,primary,Magdalena Woźniak
2025-09-08,secondary,Anna Kowalska
2025-09-09,late_shift,Anna Kowalska
2025-09-09,primary,Magdalena Woźniak
2025-09-09,secondary,Anna Kowalska
2025-09-10,late_shift,Anna Kowalska
2025-09-10,primary,Magdalena Woźniak
2025-09-10,secondary,Anna Kowalska
2025-09-11,late_shift,Magdalena Woźniak
2025-09-11,primary,Tomasz Szymański
2025-09-11,secondary,Magdalena Woźniak
2025-09-12,late_shift,Magdalena Woźniak
2025-09-12,primary,Tomasz Szymański
2025-09-12,secondary,Magdalena Woźniak
2025-09-13,primary,Katarzyna Dąbrowska
2025-09-13,secondary,Tomasz Szymański
2025-09-14,primary,Katarzyna Dąbrowska
2025-09-14,secondary,Tomasz Szymański
2025-09-15,late_shift,Julia Nowak
2025-09-15,primary,Ola Zielińska
2025-09-15,secondary,Julia Nowak
2025-09-16,late_shift,Julia Nowak
2025-09-16,primary,Ola Zielińska
2025-09-16,secondary,Julia Nowak
2025-09-17,late_shift,Julia Nowak
2025-09-17,primary,Ola Zielińska
2025-09-17,secondary,Julia Nowak
2025-09-18,late_shift,Ola Zielińska
2025-09-18,primary,Piotr Lewandowski
2025-09-18,secondary,Ola Zielińska
2025-09-19,late_shift,Ola Zielińska
2025-09-19,primary,Piotr Lewandowski
2025-09-19,secondary,Ola Zielińska
2025-09-20,primary,Magdalena Woźniak
2025-09-20,secondary,Piotr Lewandowski
2025-09-21,primary,Magdalena Woźniak
2025-09-21,secondary,Piotr Lewandowski
2025-09-22,late_shift,Katarzyna Dąbrowska
2025-09-22,primary,Marek Wiśniewski
2025-09-22,secondary,Katarzyna Dąbrowska
2025-09-23,late_shift,Katarzyna Dąbrowska
2025-09-23,primary,Marek Wiśniewski
2025-09-23,secondary,Katarzyna Dąbrowska
2025-09-24,late_shift,Katarzyna Dąbrowska
2025-09-24,primary,Marek Wiśniewski
2025-09-24,secondary,Katarzyna Dąbrowska
2025-09-25,late_shift,Rafał Kamiński
2025-09-25,primary,Tomasz Szymański
2025-09-25,secondary,Rafał Kamiński
2025-09-26,late_shift,Rafał Kamiński
2025-09-26,primary,Tomasz Szymański
2025-09-26,secondary,Rafał Kamiński
2025-09-27,primary,Ola Zielińska
2025-09-27,secondary,Anna Kowalska
2025-09-28,primary,Ola Zielińska
2025-09-28,secondary,Anna Kowalska
2025-09-29,late_shift,Magdalena Woźniak
2025-09-29,primary,Julia Nowak
2025-09-29,secondary,Magdalena Woźniak
2025-09-30,late_shift,Magdalena Woźniak
2025-09-30,primary,Julia Nowak
2025-09-30,secondary,Magdalena Woźniak
2025-10-01,late_shift,Magdalena Woźniak
2025-10-01,primary,Julia Nowak
2025-10-01,secondary,Magdalena Woźniak
2025-10-02,late_shift,Ola Zielińska
2025-10-02,primary,Piotr Lewandowski
2025-10-02,secondary,Ola Zielińska
2025-10-03,late_shift,Ola Zielińska
2025-10-03,primary,Piotr Lewandowski
2025-10-03,secondary,Ola Zielińska
2025-10-04,primary,Julia Nowak
2025-10-04,secondary,Rafał Kamiński
2025-10-05,primary,Julia Nowak
2025-10-05,secondary,Rafał Kamiński
2025-10-06,late_shift,Piotr Lewandowski
2025-10-06,primary,Marek Wiśniewski
2025-10-06,secondary,Piotr Lewandowski
2025-10-07,late_shift,Piotr Lewandowski
2025-10-07,primary,Marek Wiśniewski
2025-10-07,secondary,Piotr Lewandowski
2025-10-08,late_shift,Piotr Lewandowski
2025-10-08,primary,Marek Wiśniewski
2025-10-08,secondary,Piotr Lewandowski
2025-10-09,late_shift,Marek Wiśniewski
2025-10-09,primary,Tomasz Szymański
2025-10-09,secondary,Marek Wiśniewski
2025-10-10,late_shift,Marek Wiśniewski
2025-10-10,primary,Tomasz Szymański
2025-10-10,secondary,Marek Wiśniewski
2025-10-11,primary,Katarzyna Dąbrowska
2025-10-11,secondary,Tomasz Szymański
2025-10-12,primary,Katarzyna Dąbrowska
2025-10-12,secondary,Tomasz Szymański
2025-10-13,late_shift,Julia Nowak
2025-10-13,primary,Anna Kowalska
2025-10-13,secondary,Julia Nowak
2025-10-14,late_shift,Julia Nowak
2025-10-14,primary,Anna Kowalska
2025-10-14,secondary,Julia Nowak
2025-10-15,late_shift,Julia Nowak
2025-10-15,primary,Anna Kowalska
2025-10-15,secondary,Julia Nowak
2025-10-16,late_shift,Anna Kowalska
2025-10-16,primary,Piotr Lewandowski
2025-10-16,secondary,Anna Kowalska
2025-10-17,late_shift,Anna Kowalska
2025-10-17,primary,Piotr Lewandowski
2025-10-17,secondary,Anna Kowalska
2025-10-18,primary,Magdalena Woźniak
2025-10-18,secondary,Marek Wiśniewski
2025-10-19,primary,Magdalena Woźniak
2025-10-19,secondary,Marek Wiśniewski
2025-10-20,late_shift,Katarzyna Dąbrowska
2025-10-20,primary,Tomasz Szymański
2025-10-20,secondary,Katarzyna Dąbrowska
2025-10-21,late_shift,Katarzyna Dąbrowska
2025-10-21,primary,Tomasz Szymański
2025-10-21,secondary,Katarzyna Dąbrowska
2025-10-22,late_shift,Katarzyna Dąbrowska
2025-10-22,primary,Tomasz Szymański
2025-10-22,secondary,Katarzyna Dąbrowska
2025-10-23,late_shift,Ola Zielińska
2025-10-23,primary,Anna Kowalska
2025-10-23,secondary,Ola Zielińska
2025-10-24,late_shift,Ola Zielińska
2025-10-24,primary,Anna Kowalska
2025-10-24,secondary,Ola Zielińska
2025-10-25,primary,Piotr Lewandowski
2025-10-25,secondary,Ola Zielińska
2025-10-26,primary,Piotr Lewandowski
2025-10-26,secondary,Ola Zielińska
2025-10-27,late_shift,Magdalena Woźniak
2025-10-27,primary,Marek Wiśniewski
2025-10-27,secondary,Magdalena Woźniak
2025-10-28,late_shift,Magdalena Woźniak
2025-10-28,primary,Marek Wiśniewski
2025-10-28,secondary,Magdalena Woźniak
2025-10-29,late_shift,Magdalena Woźniak
2025-10-29,primary,Marek Wiśniewski
2025-10-29,secondary,Magdalena Woźniak
2025-10-30,late_shift,Rafał Kamiński
2025-10-30,primary,Ola Zielińska
2025-10-30,secondary,Rafał Kamiński
2025-10-31,late_shift,Rafał Kamiński
2025-10-31,primary,Ola Zielińska
2025-10-31,secondary,Rafał Kamiński
2025-11-01,primary,Anna Kowalska
2025-11-01,secondary,Julia Nowak
2025-11-02,primary,Anna Kowalska
2025-11-02,secondary,Julia Nowak
2025-11-03,late_shift,Piotr Lewandowski
2025-11-03,primary,Katarzyna Dąbrowska
2025-11-03,secondary,Piotr Lewandowski
2025-11-04,late_shift,Piotr Lewandowski
2025-11-04,primary,Katarzyna Dąbrowska
2025-11-04,secondary,Piotr Lewandowski
2025-11-05,late_shift,Piotr Lewandowski
2025-11-05,primary,Katarzyna Dąbrowska
2025-11-05,secondary,Piotr Lewandowski
2025-11-06,late_shift,Anna Kowalska
2025-11-06,primary,Tomasz Szymański
2025-11-06,secondary,Anna Kowalska
2025-11-07,late_shift,Anna Kowalska
2025-11-07,primary,Tomasz Szymański
2025-11-07,secondary,Anna Kowalska
2025-11-08,primary,Magdalena Woźniak
2025-11-08,secondary,Rafał Kamiński
2025-11-09,primary,Magdalena Woźniak
2025-11-09,secondary,Rafał Kamiński
2025-11-10,late_shift,Rafał Kamiński
2025-11-10,primary,Marek Wiśniewski
2025-11-10,secondary,Tomasz Szymański
2025-11-11,primary,Piotr Lewandowski
2025-11-11,secondary,Katarzyna Dąbrowska
2025-11-12,late_shift,Marek Wiśniewski
2025-11-12,primary,Ola Zielińska
2025-11-12,secondary,Marek Wiśniewski
2025-11-13,late_shift,Marek Wiśniewski
2025-11-13,primary,Ola Zielińska
2025-11-13,secondary,Marek Wiśniewski
2025-11-14,late_shift,Marek Wiśniewski
2025-11-14,primary,Ola Zielińska
2025-11-14,secondary,Marek Wiśniewski
2025-11-15,primary,Tomasz Szymański
2025-11-15,secondary,Katarzyna Dąbrowska
2025-11-16,primary,Tomasz Szymański
2025-11-16,secondary,Katarzyna Dąbrowska
2025-11-17,late_shift,Piotr Lewandowski
2025-11-17,primary,Julia Nowak
2025-11-17,secondary,Tomasz Szymański
2025-11-18,late_shift,Rafał Kamiński
2025-11-18,primary,Julia Nowak
2025-11-18,secondary,Tomasz Szymański
2025-11-19,late_shift,Ola Zielińska
2025-11-19,primary,Julia Nowak
2025-11-19,secondary,Tomasz Szymański
2025-11-20,late_shift,Anna Kowalska
2025-11-20,primary,Marek Wiśniewski
2025-11-20,secondary,Anna Kowalska
2025-11-21,late_shift,Anna Kowalska
2025-11-21,primary,Marek Wiśniewski
2025-11-21,secondary,Anna Kowalska
2025-11-22,primary,Piotr Lewandowski
2025-11-22,secondary,Ola Zielińska
2025-11-23,primary,Piotr Lewandowski
2025-11-23,secondary,Ola Zielińska
2025-11-24,late_shift,Julia Nowak
2025-11-24,primary,Katarzyna Dąbrowska
2025-11-24,secondary,Julia Nowak
2025-11-25,late_shift,Julia Nowak
2025-11-25,primary,Katarzyna Dąbrowska
2025-11-25,secondary,Julia Nowak
2025-11-26,late_shift,Julia Nowak
2025-11-26,primary,Katarzyna Dąbrowska
2025-11-26,secondary,Julia Nowak
2025-11-27,late_shift,Magdalena Woźniak
2025-11-27,primary,Anna Kowalska
2025-11-27,secondary,Magdalena Woźniak
2025-11-28,late_shift,Magdalena Woźniak
2025-11-28,primary,Anna Kowalska
2025-11-28,secondary,Magdalena Woźniak
2025-11-29,primary,Marek Wiśniewski
2025-11-29,secondary,Anna Kowalska
2025-11-30,primary,Marek Wiśniewski
2025-11-30,secondary,Anna Kowalska
2025-12-01,late_shift,Piotr Lewandowski
2025-12-01,primary,Ola Zielińska
2025-12-01,secondary,Piotr Lewandowski
2025-12-02,late_shift,Piotr Lewandowski
2025-12-02,primary,Ola Zielińska
2025-12-02,secondary,Piotr Lewandowski
2025-12-03,late_shift,Piotr Lewandowski
2025-12-03,primary,Ola Zielińska
2025-12-03,secondary,Piotr Lewandowski
2025-12-04,late_shift,Rafał Kamiński
2025-12-04,primary,Julia Nowak
2025-12-04,secondary,Tomasz Szymański
2025-12-05,late_shift,Ola Zielińska
2025-12-05,primary,Julia Nowak
2025-12-05,secondary,Tomasz Szymański
2025-12-06,primary,Julia Nowak
2025-12-06,secondary,Rafał Kamiński
2025-12-07,primary,Julia Nowak
2025-12-07,secondary,Rafał Kamiński
2025-12-08,late_shift,Marek Wiśniewski
2025-12-08,primary,Magdalena Woźniak
2025-12-08,secondary,Marek Wiśniewski
2025-12-09,late_shift,Marek Wiśniewski
2025-12-09,primary,Magdalena Woźniak
2025-12-09,secondary,Marek Wiśniewski
2025-12-10,late_shift,Marek Wiśniewski
2025-12-10,primary,Magdalena Woźniak
2025-12-10,secondary,Marek Wiśniewski
2025-12-11,late_shift,Magdalena Woźniak
2025-12-11,primary,Katarzyna Dąbrowska
2025-12-11,secondary,Magdalena Woźniak
2025-12-12,late_shift,Magdalena Woźniak
2025-12-12,primary,Katarzyna Dąbrowska
2025-12-12,secondary,Magdalena Woźniak
2025-12-13,primary,Tomasz Szymański
2025-12-13,secondary,Katarzyna Dąbrowska
2025-12-14,primary,Tomasz Szymański
2025-12-14,secondary,Katarzyna Dąbrowska
2025-12-15,late_shift,Rafał Kamiński
2025-12-15,primary,Anna Kowalska
2025-12-15,secondary,Tomasz Szymański
2025-12-16,late_shift,Ola Zielińska
2025-12-16,primary,Anna Kowalska
2025-12-16,secondary,Tomasz Szymański
2025-12-17,late_shift,Rafał Kamiński
2025-12-17,primary,Anna Kowalska
2025-12-17,secondary,Tomasz Szymański
2025-12-18,late_shift,Julia Nowak
2025-12-18,primary,Ola Zielińska
2025-12-18,secondary,Julia Nowak
2025-12-19,late_shift,Julia Nowak
2025-12-19,primary,Ola Zielińska
2025-12-19,secondary,Julia Nowak
2025-12-20,primary,Piotr Lewandowski
2025-12-20,secondary,Magdalena Woźniak
2025-12-21,primary,Piotr Lewandowski
2025-12-21,secondary,Magdalena Woźniak
2025-12-22,late_shift,Anna Kowalska
2025-12-22,primary,Marek Wiśniewski
2025-12-22,secondary,Anna Kowalska
2025-12-23,late_shift,Anna Kowalska
2025-12-23,primary,Marek Wiśniewski
2025-12-23,secondary,Anna Kowalska
2025-12-24,primary,Magdalena Woźniak
2025-12-24,secondary,Rafał Kamiński
2025-12-25,primary,Magdalena Woźniak
2025-12-25,secondary,Rafał Kamiński
2025-12-26,primary,Magdalena Woźniak
2025-12-26,secondary,Rafał Kamiński
2025-12-27,primary,Magdalena Woźniak
2025-12-27,secondary,Rafał Kamiński
2025-12-28,primary,Magdalena Woźniak
2025-12-28,secondary,Rafał Kamiński
2025-12-29,late_shift,Ola Zielińska
2025-12-29,primary,Katarzyna Dąbrowska
2025-12-29,secondary,Ola Zielińska
2025-12-30,late_shift,Ola Zielińska
2025-12-30,primary,Katarzyna Dąbrowska
2025-12-30,secondary,Ola Zielińska
2025-12-31,late_shift,Ola Zielińska
2025-12-31,primary,Katarzyna Dąbrowska
2025-12-31,secondary,Ola Zielińska
2026-01-01,primary,Tomasz Szymański
2026-01-01,secondary,Julia Nowak
2026-01-02,late_shift,Piotr Lewandowski
2026-01-02,primary,Anna Kowalska
2026-01-02,secondary,Piotr Lewandowski
2026-01-03,primary,Ola Zielińska
2026-01-03,secondary,Marek Wiśniewski
2026-01-04,primary,Ola Zielińska
2026-01-04,secondary,Marek Wiśniewski
2026-01-05,late_shift,Katarzyna Dąbrowska
2026-01-05,primary,Julia Nowak
2026-01-05,secondary,Katarzyna Dąbrowska
2026-01-06,primary,Anna Kowalska
2026-01-06,secondary,Tomasz Szymański
2026-01-07,late_shift,Piotr Lewandowski
2026-01-07,primary,Marek Wiśniewski
2026-01-07,secondary,Piotr Lewandowski
2026-01-08,late_shift,Piotr Lewandowski
2026-01-08,primary,Marek Wiśniewski
2026-01-08,secondary,Piotr Lewandowski
2026-01-09,late_shift,Piotr Lewandowski
2026-01-09,primary,Marek Wiśniewski
2026-01-09,secondary,Piotr Lewandowski
2026-01-10,primary,Julia Nowak
2026-01-10,secondary,Anna Kowalska
2026-01-11,primary,Julia Nowak
2026-01-11,secondary,Anna Kowalska
2026-01-12,late_shift,Magdalena Woźniak
2026-01-12,primary,Katarzyna Dąbrowska
2026-01-12,secondary,Magdalena Woźniak
2026-01-13,late_shift,Magdalena Woźniak
2026-01-13,primary,Katarzyna Dąbrowska
2026-01-13,secondary,Magdalena Woźniak
2026-01-14,late_shift,Magdalena Woźniak
2026-01-14,primary,Katarzyna Dąbrowska
2026-01-14,secondary,Magdalena Woźniak
2026-01-15,late_shift,Katarzyna Dąbrowska
2026-01-15,primary,Tomasz Szymański
2026-01-15,secondary,Katarzyna Dąbrowska
2026-01-16,late_shift,Katarzyna Dąbrowska
2026-01-16,primary,Tomasz Szymański
2026-01-16,secondary,Katarzyna Dąbrowska
2026-01-17,primary,Piotr Lewandowski
2026-01-17,secondary,Katarzyna Dąbrowska
2026-01-18,primary,Piotr Lewandowski
2026-01-18,secondary,Katarzyna Dąbrowska
2026-01-19,late_shift,Julia Nowak
2026-01-19,primary,Anna Kowalska
2026-01-19,secondary,Julia Nowak
2026-01-20,late_shift,Julia Nowak
2026-01-20,primary,Anna Kowalska
2026-01-20,secondary,Julia Nowak
2026-01-21,late_shift,Julia Nowak
2026-01-21,primary,Anna Kowalska
2026-01-21,secondary,Julia Nowak
2026-01-22,late_shift,Rafał Kamiński
2026-01-22,primary,Ola Zielińska
2026-01-22,secondary,Tomasz Szymański
2026-01-23,late_shift,Rafał Kamiński
2026-01-23,primary,Ola Zielińska
2026-01-23,secondary,Tomasz Szymański
2026-01-24,primary,Marek Wiśniewski
2026-01-24,secondary,Ola Zielińska
2026-01-25,primary,Marek Wiśniewski
2026-01-25,secondary,Ola Zielińska
2026-01-26,late_shift,Marek Wiśniewski
2026-01-26,primary,Katarzyna Dąbrowska
2026-01-26,secondary,Marek Wiśniewski
2026-01-27,late_shift,Marek Wiśniewski
2026-01-27,primary,Katarzyna Dąbrowska
2026-01-27,secondary,Marek Wiśniewski
2026-01-28,late_shift,Marek Wiśniewski
2026-01-28,primary,Katarzyna Dąbrowska
2026-01-28,secondary,Marek Wiśniewski
2026-01-29,late_shift,Anna Kowalska
2026-01-29,primary,Tomasz Szymański
2026-01-29,secondary,Anna Kowalska
2026-01-30,late_shift,Anna Kowalska
2026-01-30,primary,Tomasz Szymański
2026-01-30,secondary,Anna Kowalska
2026-01-31,primary,Tomasz Szymański
2026-01-31,secondary,Julia Nowak
