service_date,role,assignee_name
2025-11-29,secondary,Iwona Sadowska
2025-11-30,primary,Hubert Baran
2025-11-30,secondary,Iwona Sadowska
2025-12-01,late_shift,Adam Nowicki
2025-12-01,primary,Grażyna Wilk
2025-12-01,secondary,Adam Nowicki
2025-12-02,late_shift,Cezary Dudek
2025-12-02,primary,Beata Lis
2025-12-02,secondary,Cezary Dudek
2025-12-03,late_shift,Dorota Pawlak
2025-12-03,primary,Emil Zając
2025-12-03,secondary,Dorota Pawlak
2025-12-04,late_shift,Filip Górski
2025-12-04,primary,Grażyna Wilk
2025-12-04,secondary,Filip Górski
2025-12-05,late_shift,Beata Lis
2025-12-05,primary,Adam Nowicki
2025-12-05,secondary,Beata Lis
2025-12-06,primary,Cezary Dudek
2025-12-06,secondary,Hubert Baran
2025-12-07,primary,Cezary Dudek
2025-12-07,secondary,Hubert Baran
2025-12-08,late_shift,Adam Nowicki
2025-12-08,primary,Iwona Sadowska
2025-12-08,secondary,Adam Nowicki
2025-12-09,late_shift,Dorota Pawlak
2025-12-09,primary,Beata Lis
2025-12-09,secondary,Dorota Pawlak
2025-12-10,late_shift,Filip Górski
2025-12-10,primary,Emil Zając
2025-12-10,secondary,Filip Górski
2025-12-11,late_shift,Adam Nowicki
2025-12-11,primary,Grażyna Wilk
2025-12-11,secondary,Adam Nowicki
2025-12-12,late_shift,Beata Lis
2025-12-12,primary,Iwona Sadowska
2025-12-12,secondary,Beata Lis
2025-12-13,primary,Dorota Pawlak
2025-12-13,secondary,Cezary Dudek
2025-12-14,primary,Dorota Pawlak
2025-12-14,secondary,Cezary Dudek
2025-12-15,late_shift,Filip Górski
2025-12-15,primary,Emil Zając
2025-12-15,secondary,Filip Górski
2025-12-16,late_shift,Hubert Baran
2025-12-16,primary,Adam Nowicki
2025-12-16,secondary,Emil Zając
2025-12-17,late_shift,Grażyna Wilk
2025-12-17,primary,Beata Lis
2025-12-17,secondary,Grażyna Wilk
2025-12-18,late_shift,Adam Nowicki
2025-12-18,primary,Grażyna Wilk
2025-12-18,secondary,Adam Nowicki
2025-12-19,late_shift,Beata Lis
2025-12-19,primary,Iwona Sadowska
2025-12-19,secondary,Beata Lis
2025-12-20,primary,Emil Zając
2025-12-20,secondary,Filip Górski
2025-12-21,primary,Emil Zając
2025-12-21,secondary,Filip Górski
2025-12-22,late_shift,Dorota Pawlak
2025-12-22,primary,Adam Nowicki
2025-12-22,secondary,Dorota Pawlak
2025-12-23,late_shift,Dorota Pawlak
2025-12-23,primary,Beata Lis
2025-12-23,secondary,Dorota Pawlak
2025-12-24,primary,Grażyna Wilk
2025-12-24,secondary,Adam Nowicki
2025-12-25,primary,Grażyna Wilk
2025-12-25,secondary,Adam Nowicki
2025-12-26,primary,Grażyna Wilk
2025-12-26,secondary,Adam Nowicki
2025-12-27,primary,Grażyna Wilk
2025-12-27,secondary,Adam Nowicki
2025-12-28,primary,Grażyna Wilk
2025-12-28,secondary,Adam Nowicki
2025-12-29,late_shift,Beata Lis
2025-12-29,primary,Iwona Sadowska
2025-12-29,secondary,Beata Lis
2025-12-30,late_shift,Hubert Baran
2025-12-30,primary,Filip Górski
2025-12-30,secondary,Emil Zając
2025-12-31,late_shift,Iwona Sadowska
2025-12-31,primary,Hubert Baran
2025-12-31,secondary,Iwona Sadowska
2026-01-01,primary,Beata Lis
2026-01-01,secondary,Hubert Baran
2026-01-02,late_shift,Dorota Pawlak
2026-01-02,primary,Iwona Sadowska
2026-01-02,secondary,Dorota Pawlak
2026-01-03,primary,Iwona Sadowska
2026-01-03,secondary,Beata Lis
2026-01-04,primary,Iwona Sadowska
2026-01-04,secondary,Beata Lis
2026-01-05,late_shift,Cezary Dudek
2026-01-05,primary,Filip Górski
2026-01-05,secondary,Emil Zając
2026-01-06,primary,Cezary Dudek
2026-01-06,secondary,Dorota Pawlak
2026-01-07,late_shift,Cezary Dudek
2026-01-07,primary,Hubert Baran
2026-01-07,secondary,Cezary Dudek
2026-01-08,late_shift,Hubert Baran
2026-01-08,primary,Filip Górski
2026-01-08,secondary,Emil Zając
2026-01-09,late_shift,Iwona Sadowska
2026-01-09,primary,Hubert Baran
2026-01-09,secondary,Iwona Sadowska
2026-01-10,primary,Dorota Pawlak
2026-01-10,secondary,Cezary Dudek
2026-01-11,primary,Dorota Pawlak
2026-01-11,secondary,Cezary Dudek
2026-01-12,late_shift,Hubert Baran
2026-01-12,primary,Filip Górski
2026-01-12,secondary,Emil Zając
2026-01-13,late_shift,Grażyna Wilk
2026-01-13,primary,Adam Nowicki
2026-01-13,secondary,Grażyna Wilk
2026-01-14,late_shift,Hubert Baran
2026-01-14,primary,Beata Lis
2026-01-14,secondary,Hubert Baran
2026-01-15,late_shift,Iwona Sadowska
2026-01-15,primary,Emil Zając
2026-01-15,secondary,Iwona Sadowska
2026-01-16,late_shift,Grażyna Wilk
2026-01-16,primary,Filip Górski
2026-01-16,secondary,Grażyna Wilk
2026-01-17,primary,Hubert Baran
2026-01-17,secondary,Emil Zając
2026-01-18,primary,Hubert Baran
2026-01-18,secondary,Emil Zając
2026-01-19,late_shift,Filip Górski
2026-01-19,primary,Adam Nowicki
2026-01-19,secondary,Filip Górski
2026-01-20,late_shift,Iwona Sadowska
2026-01-20,primary,Beata Lis
2026-01-20,secondary,Iwona Sadowska
2026-01-21,late_shift,Dorota Pawlak
2026-01-21,primary,Cezary Dudek
2026-01-21,secondary,Dorota Pawlak
2026-01-22,late_shift,Grażyna Wilk
2026-01-22,primary,Adam Nowicki
2026-01-22,secondary,Grażyna Wilk
2026-01-23,late_shift,Hubert Baran
2026-01-23,primary,Filip Górski
2026-01-23,secondary,Hubert Baran
2026-01-24,primary,Beata Lis
2026-01-24,secondary,Filip Górski
2026-01-25,primary,Beata Lis
2026-01-25,secondary,Filip Górski
2026-01-26,late_shift,Iwona Sadowska
2026-01-26,primary,Cezary Dudek
2026-01-26,secondary,Iwona Sadowska
2026-01-27,late_shift,Dorota Pawlak
2026-01-27,primary,Adam Nowicki
2026-01-27,secondary,Dorota Pawlak
2026-01-28,late_shift,Grażyna Wilk
2026-01-28,primary,Emil Zając
2026-01-28,secondary,Grażyna Wilk
2026-01-29,late_shift,Hubert Baran
2026-01-29,primary,Iwona Sadowska
2026-01-29,secondary,Hubert Baran
2026-01-30,late_shift,Dorota Pawlak
2026-01-30,primary,Cezary Dudek
2026-01-30,secondary,Dorota Pawlak
2026-01-31,primary,Adam Nowicki
2026-01-31,secondary,Grażyna Wilk
2026-02-01,primary,Adam Nowicki
2026-02-01,secondary,Grażyna Wilk
2026-02-02,late_shift,Iwona Sadowska
2026-02-02,primary,Emil Zając
2026-02-02,secondary,Iwona Sadowska
2026-02-03,late_shift,Hubert Baran
2026-02-03,primary,Filip Górski
2026-02-03,secondary,Hubert Baran
2026-02-04,late_shift,Beata Lis
2026-02-04,primary,Cezary Dudek
2026-02-04,secondary,Beata Lis
2026-02-05,late_shift,Iwona Sadowska
2026-02-05,primary,Dorota Pawlak
2026-02-05,secondary,Iwona Sadowska
2026-02-06,late_shift,Cezary Dudek
2026-02-06,primary,Emil Zając
2026-02-06,secondary,Cezary Dudek
2026-02-07,primary,Iwona Sadowska
2026-02-07,secondary,Dorota Pawlak
2026-02-08,primary,Iwona Sadowska
2026-02-08,secondary,Dorota Pawlak
2026-02-09,late_shift,Hubert Baran
2026-02-09,primary,Filip Górski
2026-02-09,secondary,Hubert Baran
2026-02-10,late_shift,Beata Lis
2026-02-10,primary,Cezary Dudek
2026-02-10,secondary,Beata Lis
2026-02-11,late_shift,Hubert Baran
2026-02-11,primary,Emil Zając
2026-02-11,secondary,Hubert Baran
2026-02-12,late_shift,Beata Lis
2026-02-12,primary,Filip Górski
2026-02-12,secondary,Beata Lis
2026-02-13,late_shift,Cezary Dudek
2026-02-13,primary,Hubert Baran
2026-02-13,secondary,Cezary Dudek
2026-02-14,primary,Emil Zając
2026-02-14,secondary,Iwona Sadowska
2026-02-15,primary,Emil Zając
2026-02-15,secondary,Iwona Sadowska
2026-02-16,late_shift,Beata Lis
2026-02-16,primary,Dorota Pawlak
2026-02-16,secondary,Beata Lis
2026-02-17,late_shift,Filip Górski
2026-02-17,primary,Cezary Dudek
2026-02-17,secondary,Filip Górski
2026-02-18,late_shift,Cezary Dudek
2026-02-18,primary,Hubert Baran
2026-02-18,secondary,Cezary Dudek
2026-02-19,late_shift,Cezary Dudek
2026-02-19,primary,Beata Lis
2026-02-19,secondary,Emil Zając
2026-02-20,late_shift,Grażyna Wilk
2026-02-20,primary,Filip Górski
2026-02-20,secondary,Grażyna Wilk
2026-02-21,primary,Adam Nowicki
2026-02-21,secondary,Hubert Baran
2026-02-22,primary,Adam Nowicki
2026-02-22,secondary,Hubert Baran
2026-02-23,late_shift,Beata Lis
2026-02-23,primary,Dorota Pawlak
2026-02-23,secondary,Beata Lis
2026-02-24,late_shift,Filip Górski
2026-02-24,primary,Cezary Dudek
2026-02-24,secondary,Emil Zając
2026-02-25,late_shift,Grażyna Wilk
2026-02-25,primary,Filip Górski
2026-02-25,secondary,Grażyna Wilk
2026-02-26,late_shift,Cezary Dudek
2026-02-26,primary,Beata Lis
2026-02-26,secondary,Cezary Dudek
2026-02-27,late_shift,Filip Górski
2026-02-27,primary,Dorota Pawlak
2026-02-27,secondary,Filip Górski
2026-02-28,primary,Grażyna Wilk
2026-02-28,secondary,Beata Lis
2026-03-01,primary,Grażyna Wilk
2026-03-01,secondary,Beata Lis
2026-03-02,late_shift,Adam Nowicki
2026-03-02,primary,Hubert Baran
2026-03-02,secondary,Emil Zając
2026-03-03,late_shift,Dorota Pawlak
2026-03-03,primary,Cezary Dudek
2026-03-03,secondary,Dorota Pawlak
2026-03-04,late_shift,Cezary Dudek
2026-03-04,primary,Filip Górski
2026-03-04,secondary,Cezary Dudek
2026-03-05,late_shift,Filip Górski
2026-03-05,primary,Dorota Pawlak
2026-03-05,secondary,Filip Górski
2026-03-06,late_shift,Adam Nowicki
2026-03-06,primary,Iwona Sadowska
2026-03-06,secondary,Adam Nowicki
2026-03-07,primary,Cezary Dudek
2026-03-07,secondary,Filip Górski
2026-03-08,primary,Cezary Dudek
2026-03-08,secondary,Filip Górski
2026-03-09,late_shift,Adam Nowicki
2026-03-09,primary,Hubert Baran
2026-03-09,secondary,Emil Zając
2026-03-10,late_shift,Grażyna Wilk
2026-03-10,primary,Beata Lis
2026-03-10,secondary,Grażyna Wilk
2026-03-11,late_shift,Iwona Sadowska
2026-03-11,primary,Dorota Pawlak
2026-03-11,secondary,Iwona Sadowska
2026-03-12,late_shift,Adam Nowicki
2026-03-12,primary,Hubert Baran
2026-03-12,secondary,Adam Nowicki
2026-03-13,late_shift,Dorota Pawlak
2026-03-13,primary,Iwona Sadowska
2026-03-13,secondary,Dorota Pawlak
2026-03-14,primary,Beata Lis
2026-03-14,secondary,Emil Zając
2026-03-15,primary,Beata Lis
2026-03-15,secondary,Emil Zając
2026-03-16,late_shift,Grażyna Wilk
2026-03-16,primary,Adam Nowicki
2026-03-16,secondary,Grażyna Wilk
2026-03-17,late_shift,Cezary Dudek
2026-03-17,primary,Dorota Pawlak
2026-03-17,secondary,Cezary Dudek
2026-03-18,late_shift,Hubert Baran
2026-03-18,primary,Filip Górski
2026-03-18,secondary,Hubert Baran
2026-03-19,late_shift,Adam Nowicki
2026-03-19,primary,Iwona Sadowska
2026-03-19,secondary,Adam Nowicki
2026-03-20,late_shift,Dorota Pawlak
2026-03-20,primary,Hubert Baran
2026-03-20,secondary,Dorota Pawlak
2026-03-21,primary,Filip Górski
2026-03-21,secondary,Grażyna Wilk
2026-03-22,primary,Filip Górski
2026-03-22,secondary,Grażyna Wilk
2026-03-23,late_shift,Iwona Sadowska
2026-03-23,primary,Emil Zając
2026-03-23,secondary,Iwona Sadowska
2026-03-24,late_shift,Cezary Dudek
2026-03-24,primary,Adam Nowicki
2026-03-24,secondary,Cezary Dudek
2026-03-25,late_shift,Hubert Baran
2026-03-25,primary,Dorota Pawlak
2026-03-25,secondary,Hubert Baran
2026-03-26,late_shift,Adam Nowicki
2026-03-26,primary,Iwona Sadowska
2026-03-26,secondary,Adam Nowicki
2026-03-27,late_shift,Dorota Pawlak
2026-03-27,primary,Hubert Baran
2026-03-27,secondary,Dorota Pawlak
2026-03-28,primary,Iwona Sadowska
2026-03-28,secondary,Cezary Dudek
2026-03-29,primary,Iwona Sadowska
2026-03-29,secondary,Cezary Dudek
2026-03-30,late_shift,Adam Nowicki
2026-03-30,primary,Emil Zając
2026-03-30,secondary,Adam Nowicki
2026-03-31,late_shift,Dorota Pawlak
2026-03-31,primary,Grażyna Wilk
2026-03-31,secondary,Dorota Pawlak
2026-04-01,late_shift,Beata Lis
2026-04-01,primary,Hubert Baran
2026-04-01,secondary,Beata Lis
2026-04-02,late_shift,Hubert Baran
2026-04-02,primary,Adam Nowicki
2026-04-02,secondary,Hubert Baran
2026-04-03,late_shift,Iwona Sadowska
2026-04-03,primary,Dorota Pawlak
2026-04-03,secondary,Iwona Sadowska
2026-04-04,primary,Jakub Polak
2026-04-04,secondary,Dorota Pawlak
2026-04-05,primary,Jakub Polak
2026-04-05,secondary,Dorota Pawlak
2026-04-06,primary,Jakub Polak
2026-04-06,secondary,Dorota Pawlak
2026-04-07,late_shift,Adam Nowicki
2026-04-07,primary,Emil Zając
2026-04-07,secondary,Adam Nowicki
2026-04-08,late_shift,Beata Lis
2026-04-08,primary,Grażyna Wilk
2026-04-08,secondary,Beata Lis
2026-04-09,late_shift,Hubert Baran
2026-04-09,primary,Emil Zając
2026-04-09,secondary,Hubert Baran
2026-04-10,late_shift,Iwona Sadowska
2026-04-10,primary,Adam Nowicki
2026-04-10,secondary,Iwona Sadowska
2026-04-11,primary,Hubert Baran
2026-04-11,secondary,Adam Nowicki
2026-04-12,primary,Hubert Baran
2026-04-12,secondary,Adam Nowicki
2026-04-13,late_shift,Filip Górski
2026-04-13,primary,Beata Lis
2026-04-13,secondary,Emil Zając
2026-04-14,late_shift,Filip Górski
2026-04-14,primary,Grażyna Wilk
2026-04-14,secondary,Filip Górski
2026-04-15,late_shift,Iwona Sadowska
2026-04-15,primary,Cezary Dudek
2026-04-15,secondary,Iwona Sadowska
2026-04-16,late_shift,Cezary Dudek
2026-04-16,primary,Beata Lis
2026-04-16,secondary,Emil Zając
2026-04-17,late_shift,Grażyna Wilk
2026-04-17,primary,Filip Górski
2026-04-17,secondary,Grażyna Wilk
2026-04-18,primary,Cezary Dudek
2026-04-18,secondary,Beata Lis
2026-04-19,primary,Cezary Dudek
2026-04-19,secondary,Beata Lis
2026-04-20,late_shift,Jakub Polak
2026-04-20,primary,Emil Zając
2026-04-20,secondary,Jakub Polak
2026-04-21,late_shift,Filip Górski
2026-04-21,primary,Grażyna Wilk
2026-04-21,secondary,Filip Górski
2026-04-22,late_shift,Iwona Sadowska
2026-04-22,primary,Dorota Pawlak
2026-04-22,secondary,Iwona Sadowska
2026-04-23,late_shift,Jakub Polak
2026-04-23,primary,Adam Nowicki
2026-04-23,secondary,Jakub Polak
2026-04-24,late_shift,Hubert Baran
2026-04-24,primary,Emil Zając
2026-04-24,secondary,Hubert Baran
2026-04-25,primary,Filip Górski
2026-04-25,secondary,Grażyna Wilk
2026-04-26,primary,Filip Górski
2026-04-26,secondary,Grażyna Wilk
2026-04-27,late_shift,Cezary Dudek
2026-04-27,primary,Dorota Pawlak
2026-04-27,secondary,Emil Zając
2026-04-28,late_shift,Iwona Sadowska
2026-04-28,primary,Adam Nowicki
2026-04-28,secondary,Iwona Sadowska
2026-04-29,late_shift,Jakub Polak
2026-04-29,primary,Beata Lis
2026-04-29,secondary,Jakub Polak
2026-04-30,late_shift,Hubert Baran
2026-04-30,primary,Dorota Pawlak
2026-04-30,secondary,Hubert Baran
2026-05-01,primary,Emil Zając
2026-05-01,secondary,Iwona Sadowska
2026-05-02,primary,Emil Zając
2026-05-02,secondary,Iwona Sadowska
2026-05-03,primary,Emil Zając
2026-05-03,secondary,Iwona Sadowska
2026-05-04,late_shift,Cezary Dudek
2026-05-04,primary,Grażyna Wilk
2026-05-04,secondary,Cezary Dudek
2026-05-05,late_shift,Filip Górski
2026-05-05,primary,Adam Nowicki
2026-05-05,secondary,Filip Górski
2026-05-06,late_shift,Jakub Polak
2026-05-06,primary,Beata Lis
2026-05-06,secondary,Jakub Polak
2026-05-07,late_shift,Hubert Baran
2026-05-07,primary,Dorota Pawlak
2026-05-07,secondary,Hubert Baran
2026-05-08,late_shift,Cezary Dudek
2026-05-08,primary,Grażyna Wilk
2026-05-08,secondary,Cezary Dudek
2026-05-09,primary,Hubert Baran
2026-05-09,secondary,Jakub Polak
2026-05-10,primary,Hubert Baran
2026-05-10,secondary,Jakub Polak
2026-05-11,late_shift,Filip Górski
2026-05-11,primary,Adam Nowicki
2026-05-11,secondary,Filip Górski
2026-05-12,late_shift,Cezary Dudek
2026-05-12,primary,Beata Lis
2026-05-12,secondary,Cezary Dudek
2026-05-13,late_shift,Filip Górski
2026-05-13,primary,Dorota Pawlak
2026-05-13,secondary,Emil Zając
2026-05-14,late_shift,Filip Górski
2026-05-14,primary,Grażyna Wilk
2026-05-14,secondary,Filip Górski
2026-05-15,late_shift,Adam Nowicki
2026-05-15,primary,Iwona Sadowska
2026-05-15,secondary,Adam Nowicki
2026-05-16,primary,Adam Nowicki
2026-05-16,secondary,Dorota Pawlak
2026-05-17,primary,Adam Nowicki
2026-05-17,secondary,Dorota Pawlak
2026-05-18,late_shift,Cezary Dudek
2026-05-18,primary,Beata Lis
2026-05-18,secondary,Cezary Dudek
2026-05-19,late_shift,Hubert Baran
2026-05-19,primary,Cezary Dudek
2026-05-19,secondary,Hubert Baran
2026-05-20,late_shift,Beata Lis
2026-05-20,primary,Grażyna Wilk
2026-05-20,secondary,Beata Lis
2026-05-21,late_shift,Dorota Pawlak
2026-05-21,primary,Iwona Sadowska
2026-05-21,secondary,Emil Zając
2026-05-22,late_shift,Filip Górski
2026-05-22,primary,Jakub Polak
2026-05-22,secondary,Filip Górski
2026-05-23,primary,Beata Lis
2026-05-23,secondary,Hubert Baran
2026-05-24,primary,Beata Lis
2026-05-24,secondary,Hubert Baran
2026-05-25,late_shift,Grażyna Wilk
2026-05-25,primary,Cezary Dudek
2026-05-25,secondary,Emil Zając
2026-05-26,late_shift,Grażyna Wilk
